284,14,22
284,25,11
284,34,25
285,0,17
286,2,10
286,33,11
287,25,13
289,22,22
289,42,19
291,1,10
291,16,15
291,44,3
292,18,20
294,23,23
296,44,13
296,49,21
299,9,23
299,32,8
300,3,25
302,21,7
305,43,3
307,28,20
307,49,15
310,46,21
311,1,21
313,1,21
313,28,18
313,48,12
314,5,5
315,30,9
315,39,21
317,2,16
318,7,5
319,29,24
319,47,5
320,9,25
322,20,5
330,38,17
334,13,23
335,43,10
337,5,21
338,20,15
340,44,4
343,41,4
350,49,22
352,39,16
352,43,20
355,41,14
357,21,5
357,22,3
357,26,11
358,39,3
359,2,15
359,6,22
360,0,10
362,45,1
363,41,22
364,1,16
364,23,3
364,43,13
365,46,25
365,47,14
367,31,4
370,4,16
371,9,11
372,13,1
373,23,18
374,34,2
374,40,19
375,45,18
377,3,23
377,8,23
381,0,10
381,21,14
381,44,13
381,47,10
382,26,7
383,49,19
384,22,7
384,49,10
385,2,13
385,13,9
388,19,18
390,4,9
390,10,19
390,27,19
390,38,3
392,7,3
392,8,24
392,17,9
393,31,15
393,42,16
394,9,3
396,12,7
396,16,6
396,22,25
397,25,6
398,1,14
399,46,12
400,13,18
400,34,25
401,0,25
403,19,27
403,35,24
404,32,1
408,11,24
409,28,15
410,16,16
410,37,21
412,19,10
414,6,13
414,39,21
415,9,6
416,3,13
417,5,9
417,39,14
417,40,21
417,41,6
418,49,2
419,15,3
419,16,5
420,20,24
420,24,3
422,40,4
423,1,7
423,13,22
423,33,6
424,29,20
425,36,5
426,0,23
428,44,1
429,0,11
429,40,13
429,43,1
433,1,20
433,12,25
434,8,3
434,33,20
435,28,22
436,47,17
438,21,14
438,24,21
439,5,8
440,5,10
440,19,45
440,20,17
440,25,23
440,29,7
441,43,23
442,10,17
442,20,15
443,11,17
444,10,9
444,33,14
445,37,9
446,16,10
448,20,24
449,21,19
451,7,20
452,3,12
452,14,6
452,29,21
455,33,14
456,1,23
456,29,16
457,2,16
458,9,3
459,18,6
460,7,18
460,22,24
460,25,13
461,37,4
463,20,4
465,32,6
465,34,9
465,48,5
465,49,13
467,4,9
467,13,10
467,18,4
468,37,9
469,40,25
470,46,19
471,27,9
472,18,20
473,13,21
473,34,6
476,40,14
477,7,13
478,14,3
478,40,11
478,42,7
478,46,14
479,12,12
479,49,15
480,11,7
480,31,45
485,9,6
485,43,4
486,48,18
487,6,7
487,36,20
488,8,7
488,14,9
488,18,23
489,0,15
489,19,23
490,42,5
491,33,5
492,20,1
493,41,10
494,6,10
495,23,13
497,43,9
498,9,6
498,24,24
499,8,21
499,20,19
