72,74,100
72,302,158
72,339,56
73,217,191
73,234,96
73,290,69
73,358,168
74,32,49
74,146,57
74,166,186
74,191,43
74,247,4
74,277,40
74,342,194
74,370,5
74,456,62
75,188,180
75,238,82
75,439,148
75,483,156
76,40,24
76,62,192
76,66,169
76,136,15
76,296,15
76,340,69
76,381,24
76,424,151
76,497,120
77,13,100
77,50,36
77,113,57
77,198,161
77,382,147
77,467,175
78,18,65
78,153,106
78,164,11
78,228,113
79,45,156
79,74,11
79,104,88
79,121,124
79,154,162
79,183,168
79,319,122
80,218,152
80,373,182
80,377,173
81,7,114
81,40,54
81,66,198
81,417,162
81,441,20
82,39,126
82,76,43
82,188,151
82,275,183
83,18,14
83,195,175
83,287,81
83,307,135
83,352,52
83,481,48
83,498,17
84,4,147
84,129,161
84,188,42
84,309,43
84,391,112
84,492,103
85,41,4
85,201,10
85,405,108
85,411,175
85,468,41
85,480,58
86,32,56
86,103,157
86,168,137
86,312,165
86,320,192
86,343,165
86,460,116
86,470,12
86,482,80
87,83,96
87,85,41
87,167,197
87,207,44
87,221,32
88,0,199
88,90,144
88,117,160
88,165,86
88,264,23
88,410,94
89,152,70
89,283,89
89,386,12
90,21,176
90,38,126
90,124,97
90,262,21
90,351,169
90,432,37
90,451,132
91,6,138
91,84,6
91,336,195
91,372,94
91,439,70
92,39,7
92,162,161
92,283,145
92,377,179
92,487,127
93,36,188
93,324,106
94,28,174
94,52,198
94,101,51
94,165,153
94,173,155
94,318,194
94,381,83
94,461,16
95,2,69
95,23,22
95,154,73
95,162,82
95,211,70
95,223,60
95,270,65
95,332,28
95,355,50
95,450,162
95,480,96
96,201,2
96,245,183
96,295,87
96,431,124
97,37,179
97,43,94
97,203,99
97,262,78
97,482,88
98,4,167
98,102,89
98,168,56
98,295,79
98,403,75
98,456,154
99,119,57
99,253,45
99,286,120
99,344,10
99,391,81
99,398,43
99,447,80
100,34,42
100,109,193
100,193,31
100,222,136
100,309,156
100,489,7
101,16,70
101,36,139
101,210,89
101,289,103
101,434,153
101,474,68
102,66,35
102,139,44
102,340,148
102,409,8
103,89,175
103,201,32
103,414,14
103,423,89
103,440,184
103,443,158
103,466,26
104,54,188
104,283,60
104,441,170
105,12,143
105,50,112
105,94,157
105,219,138
105,298,181
105,329,194
105,422,153
105,492,199
106,167,36
106,305,77
106,316,177
107,192,60
107,350,95
107,383,183
107,465,10
108,203,199
108,426,173
108,440,62
108,493,179
109,29,123
109,33,6
109,76,8
110,36,106
110,75,96
110,234,45
110,250,14
110,285,174
110,409,31
111,39,104
111,112,166
112,60,109
112,132,42
112,237,196
112,315,139
112,353,81
113,286,46
113,495,41
114,47,40
114,191,174
114,431,7
115,206,112
115,250,9
115,346,200
115,482,143
116,87,20
116,492,67
117,292,77
117,307,4
117,450,15
117,476,174
118,155,119
118,346,87
118,477,25
119,88,74
119,99,68
119,164,154
119,191,138
119,234,17
119,283,139
119,499,58
120,144,34
120,160,158
120,180,95
120,451,45
120,465,116
121,111,114
121,317,78
121,343,84
121,477,100
122,0,47
122,61,194
122,419,34
124,28,115
124,94,70
124,127,160
124,211,47
124,221,131
124,254,55
124,400,121
124,437,31
125,21,145
125,245,118
125,419,106
126,9,28
126,65,32
126,210,48
126,405,54
126,467,91
126,474,37
127,34,22
127,209,180
128,120,155
128,203,157
128,246,137
128,323,150
128,324,192
128,387,169
128,434,8
129,55,150
129,75,106
129,81,24
129,396,122
129,458,98
129,488,97
130,23,152
130,70,66
130,87,83
130,111,12
130,265,43
130,345,104
131,57,66
131,99,170
131,119,12
131,234,68
131,371,11
132,267,85
132,278,141
132,289,15
132,314,48
132,451,181
133,17,167
133,98,56
133,375,187
134,120,38
134,128,193
134,262,7
135,62,116
135,78,122
135,149,139
135,201,108
135,243,196
135,283,53
136,80,161
136,256,103
137,42,159
137,201,92
137,286,128
137,344,173
137,437,15
137,439,132
138,69,97
138,358,68
138,409,165
138,416,121
138,469,184
139,71,156
139,129,91
139,375,135
139,426,163
139,480,184
140,6,187
140,116,39
140,177,132
141,168,84
141,198,20
141,282,51
141,429,95
141,499,92
142,22,16
142,114,69
142,138,65
142,182,110
142,253,36
142,389,4
142,411,110
142,420,29
143,81,60
143,154,192
143,309,22
143,331,182
143,334,63
143,338,22
143,421,100
143,438,22
143,475,99
144,86,74
144,306,6
144,343,102
144,393,155
144,406,109
144,441,196
144,489,56
144,493,46
145,322,160
145,327,150
145,355,70
145,394,91
145,421,191
145,459,52
146,21,26
146,195,67
146,240,124
146,328,30
146,345,80
146,496,13
147,7,166
147,276,157
147,424,61
148,57,187
148,87,189
148,160,110
148,394,113
149,31,85
149,137,21
149,267,22
149,458,118
150,37,25
150,238,27
150,246,40
150,372,158
150,379,175
150,469,159
150,483,89
151,49,39
151,74,100
151,348,33
151,425,180
151,456,161
152,6,106
152,33,33
152,67,21
152,423,174
153,37,29
153,80,108
153,200,6
153,271,49
153,439,126
154,277,147
154,464,185
154,488,5
155,86,50
155,132,66
155,164,56
155,189,100
155,247,51
155,313,77
155,352,112
155,387,53
155,408,1
156,22,19
156,25,156
156,36,129
156,72,75
156,125,18
156,126,117
156,307,157
157,12,93
157,203,25
157,207,57
157,361,38
158,178,28
158,281,127
158,307,96
159,112,178
159,237,38
159,385,25
160,225,48
160,237,182
160,296,136
160,415,89
161,149,154
162,69,127
162,82,86
162,247,6
162,257,179
162,261,198
162,326,113
163,113,145
163,205,28
163,291,103
164,115,75
164,142,178
164,190,26
164,192,123
164,412,27
164,434,92
165,44,49
165,227,175
165,247,67
165,255,143
165,322,19
165,377,51
165,493,25
166,55,135
166,438,28
166,441,52
167,1,177
167,57,99
167,157,148
167,185,180
167,447,26
168,28,64
168,107,132
168,250,110
168,370,139
168,381,35
169,45,199
169,210,106
169,291,33
169,347,4
169,480,20
170,218,188
170,266,143
170,319,60
171,30,188
171,99,109
171,221,180
171,488,77
172,52,117
172,130,20
172,182,28
172,267,144
172,363,191
172,419,193
172,441,78
172,459,108
173,35,63
173,134,69
173,171,128
173,368,23
174,10,62
174,81,178
174,242,108
174,271,191
175,83,19
175,149,7
175,231,3
175,402,55
175,432,144
175,459,74
176,183,131
176,471,131
176,489,35
177,39,124
177,79,89
177,223,153
178,2,139
178,130,23
178,252,11
179,19,17
179,37,57
179,141,193
179,173,126
179,188,159
180,20,127
180,215,73
180,298,173
180,345,123
181,99,197
181,119,159
181,293,22
181,419,20
181,477,88
182,0,167
182,18,67
182,58,60
182,143,56
182,462,134
183,486,21
183,497,84
184,129,186
184,175,127
184,384,168
184,393,200
184,469,158
185,3,102
185,10,187
185,23,44
185,127,132
185,204,161
185,218,7
185,321,179
185,336,11
185,381,9
185,416,131
186,2,59
186,38,182
186,61,152
186,214,118
186,250,112
186,385,80
186,415,154
187,3,166
187,81,47
187,150,49
187,394,106
188,8,91
188,32,153
188,80,3
188,87,30
188,160,175
188,186,23
188,232,7
188,252,117
188,404,147
188,452,40
189,88,83
189,140,100
189,199,10
189,457,135
189,482,45
190,19,42
190,137,189
190,293,144
190,347,10
190,487,195
191,1,29
191,25,193
191,180,81
191,284,68
191,415,68
191,487,181
192,63,132
192,114,157
192,178,88
192,193,41
192,206,200
192,262,72
192,264,131
192,375,1
193,191,96
193,379,54
194,89,137
194,139,140
194,264,173
194,288,115
194,319,29
194,497,40
195,114,81
195,129,139
195,420,34
196,115,161
196,246,145
196,400,37
196,428,4
197,10,152
197,61,71
197,125,69
197,186,21
197,408,113
198,44,164
198,56,3
198,61,16
198,148,5
198,275,142
198,286,25
198,339,156
198,380,57
198,480,185
199,107,158
199,115,46
199,166,118
199,274,182
199,460,33
